Date,Date_time,Revenue,Place
2022-06-01,2022-06-01 02:00:00,377.3,5
2022-06-01,2022-06-01 02:00:00,0.0,26
2022-06-01,2022-06-01 02:00:00,0.0,6
2022-06-01,2022-06-01 02:00:00,18.2,1
2022-06-01,2022-06-01 02:00:00,81.6,27
2022-06-01,2022-06-01 02:00:00,434.5,24
2022-06-01,2022-06-01 02:00:00,136.6,11
2022-06-01,2022-06-01 02:00:00,393.6,2
2022-06-01,2022-06-01 02:00:00,562.1,8
2022-06-01,2022-06-01 02:00:00,429.2,10
2022-06-01,2022-06-01 02:00:00,304.0,12
2022-06-01,2022-06-01 02:30:00,432.8,2
2022-06-01,2022-06-01 02:30:00,50.8,21
2022-06-01,2022-06-01 02:30:00,1419.5,9
2022-06-01,2022-06-01 02:30:00,1003.4,15
2022-06-01,2022-06-01 02:30:00,474.6,25
2022-06-01,2022-06-01 02:30:00,10.1,6
2022-06-01,2022-06-01 02:30:00,18.1,1
2022-06-01,2022-06-01 02:30:00,490.0,12
2022-06-01,2022-06-01 02:30:00,448.8,14
2022-06-01,2022-06-01 02:30:00,240.8,13
2022-06-01,2022-06-01 02:30:00,151.2,27
2022-06-01,2022-06-01 02:30:00,732.7,19
2022-06-01,2022-06-01 02:30:00,11.9,17
2022-06-01,2022-06-01 02:30:00,196.4,11
2022-06-01,2022-06-01 02:30:00,1173.8,3
2022-06-01,2022-06-01 02:30:00,412.0,4
2022-06-01,2022-06-01 02:30:00,1117.5,8
2022-06-01,2022-06-01 02:30:00,707.7,7
2022-06-01,2022-06-01 02:30:00,436.7,24
2022-06-01,2022-06-01 02:30:00,1044.8,16
2022-06-01,2022-06-01 02:30:00,239.2,22
2022-06-01,2022-06-01 02:30:00,507.9,28
2022-06-01,2022-06-01 02:30:00,823.5,10
2022-06-01,2022-06-01 02:30:00,604.6,5
2022-06-01,2022-06-01 02:30:00,1341.1,23
2022-06-01,2022-06-01 02:30:00,0.0,26
2022-06-01,2022-06-01 03:00:00,520.7,5
2022-06-01,2022-06-01 03:00:00,15.9,1
2022-06-01,2022-06-01 03:00:00,1350.5,9
2022-06-01,2022-06-01 03:00:00,344.3,2
2022-06-01,2022-06-01 03:00:00,460.4,15
2022-06-01,2022-06-01 03:00:00,178.2,13
2022-06-01,2022-06-01 03:00:00,123.7,27
2022-06-01,2022-06-01 03:00:00,210.1,22
2022-06-01,2022-06-01 03:00:00,392.4,24
2022-06-01,2022-06-01 03:00:00,0.0,26
2022-06-01,2022-06-01 03:00:00,637.8,19
2022-06-01,2022-06-01 03:00:00,610.0,7
2022-06-01,2022-06-01 03:00:00,498.3,14
2022-06-01,2022-06-01 03:00:00,167.5,11
2022-06-01,2022-06-01 03:00:00,447.3,12
2022-06-01,2022-06-01 03:00:00,720.9,16
2022-06-01,2022-06-01 03:00:00,1125.7,8
2022-06-01,2022-06-01 03:00:00,15.1,6
2022-06-01,2022-06-01 03:00:00,262.5,28
2022-06-01,2022-06-01 03:00:00,380.9,4
2022-06-01,2022-06-01 03:00:00,905.7,23
2022-06-01,2022-06-01 03:00:00,1131.3,3
2022-06-01,2022-06-01 03:00:00,34.5,21
2022-06-01,2022-06-01 03:00:00,25.1,17
2022-06-01,2022-06-01 03:00:00,347.2,25
2022-06-01,2022-06-01 03:00:00,783.7,10
2022-06-01,2022-06-01 03:30:00,24.9,21
2022-06-01,2022-06-01 03:30:00,389.9,14
2022-06-01,2022-06-01 03:30:00,465.1,12
2022-06-01,2022-06-01 03:30:00,0.0,26
2022-06-01,2022-06-01 03:30:00,161.6,11
2022-06-01,2022-06-01 03:30:00,575.7,16
2022-06-01,2022-06-01 03:30:00,618.4,19
2022-06-01,2022-06-01 03:30:00,123.3,27
2022-06-01,2022-06-01 03:30:00,288.3,2
2022-06-01,2022-06-01 03:30:00,613.4,7
2022-06-01,2022-06-01 03:30:00,1056.5,8
2022-06-01,2022-06-01 03:30:00,389.3,24
2022-06-01,2022-06-01 03:30:00,199.6,22
2022-06-01,2022-06-01 03:30:00,402.3,25
2022-06-01,2022-06-01 03:30:00,758.1,10
2022-06-01,2022-06-01 03:30:00,399.1,4
2022-06-01,2022-06-01 03:30:00,1382.7,9
2022-06-01,2022-06-01 03:30:00,18.3,1
2022-06-01,2022-06-01 03:30:00,1104.2,3
2022-06-01,2022-06-01 03:30:00,519.6,15
2022-06-01,2022-06-01 03:30:00,16.0,6
2022-06-01,2022-06-01 03:30:00,191.9,13
2022-06-01,2022-06-01 03:30:00,574.6,5
2022-06-01,2022-06-01 03:30:00,6.6,17
2022-06-01,2022-06-01 03:30:00,218.0,28
2022-06-01,2022-06-01 03:30:00,949.7,23
2022-06-01,2022-06-01 04:00:00,235.5,22
2022-06-01,2022-06-01 04:00:00,993.3,16
2022-06-01,2022-06-01 04:00:00,752.2,19
2022-06-01,2022-06-01 04:00:00,1222.4,3
2022-06-01,2022-06-01 04:00:00,1162.4,8
2022-06-01,2022-06-01 04:00:00,684.9,5
2022-06-01,2022-06-01 04:00:00,42.7,21
2022-06-01,2022-06-01 04:00:00,499.0,12
2022-06-01,2022-06-01 04:00:00,864.8,10
2022-06-01,2022-06-01 04:00:00,599.5,7
2022-06-01,2022-06-01 04:00:00,332.1,28
2022-06-01,2022-06-01 04:00:00,203.4,11
2022-06-01,2022-06-01 04:00:00,1029.4,23
2022-06-01,2022-06-01 04:00:00,16.9,6
2022-06-01,2022-06-01 04:00:00,24.8,17
2022-06-01,2022-06-01 04:00:00,340.4,14
2022-06-01,2022-06-01 04:00:00,22.8,1
2022-06-01,2022-06-01 04:00:00,0.0,26
2022-06-01,2022-06-01 04:00:00,114.9,27
2022-06-01,2022-06-01 04:00:00,436.4,4
2022-06-01,2022-06-01 04:00:00,407.7,24
2022-06-01,2022-06-01 04:00:00,347.9,2
2022-06-01,2022-06-01 04:00:00,1440.1,9
2022-06-01,2022-06-01 04:00:00,233.3,13
2022-06-01,2022-06-01 04:00:00,465.1,25
2022-06-01,2022-06-01 04:00:00,466.8,15
2022-06-01,2022-06-01 04:30:00,1041.3,10
2022-06-01,2022-06-01 04:30:00,441.5,2
2022-06-01,2022-06-01 04:30:00,2484.2,9
2022-06-01,2022-06-01 04:30:00,1507.4,3
2022-06-01,2022-06-01 04:30:00,1528.6,8
2022-06-01,2022-06-01 04:30:00,14.9,6
2022-06-01,2022-06-01 04:30:00,498.4,4
2022-06-01,2022-06-01 04:30:00,20.7,1
2022-06-01,2022-06-01 04:30:00,740.0,25
2022-06-01,2022-06-01 04:30:00,186.0,11
2022-06-01,2022-06-01 04:30:00,18.7,17
2022-06-01,2022-06-01 04:30:00,163.1,27
2022-06-01,2022-06-01 04:30:00,43.8,21
2022-06-01,2022-06-01 04:30:00,236.6,13
2022-06-01,2022-06-01 04:30:00,933.2,19
2022-06-01,2022-06-01 04:30:00,775.5,12
2022-06-01,2022-06-01 04:30:00,0.0,26
2022-06-01,2022-06-01 04:30:00,537.8,14
2022-06-01,2022-06-01 04:30:00,692.0,15
2022-06-01,2022-06-01 04:30:00,363.6,22
2022-06-01,2022-06-01 04:30:00,788.3,5
2022-06-01,2022-06-01 04:30:00,960.0,23
2022-06-01,2022-06-01 04:30:00,572.8,28
2022-06-01,2022-06-01 04:30:00,528.6,7
2022-06-01,2022-06-01 04:30:00,408.3,24
2022-06-01,2022-06-01 04:30:00,1200.7,16
2022-06-01,2022-06-01 05:00:00,206.4,13
2022-06-01,2022-06-01 05:00:00,3664.7,9
2022-06-01,2022-06-01 05:00:00,423.2,24
2022-06-01,2022-06-01 05:00:00,585.7,4
2022-06-01,2022-06-01 05:00:00,24.9,1
2022-06-01,2022-06-01 05:00:00,1053.7,25
2022-06-01,2022-06-01 05:00:00,1939.2,8
2022-06-01,2022-06-01 05:00:00,1007.7,5
2022-06-01,2022-06-01 05:00:00,663.0,14
2022-06-01,2022-06-01 05:00:00,57.5,21
2022-06-01,2022-06-01 05:00:00,27.9,17
2022-06-01,2022-06-01 05:00:00,485.6,7
2022-06-01,2022-06-01 05:00:00,1166.5,12
2022-06-01,2022-06-01 05:00:00,0.0,26
2022-06-01,2022-06-01 05:00:00,555.5,22
2022-06-01,2022-06-01 05:00:00,1229.8,19
2022-06-01,2022-06-01 05:00:00,1313.5,23
2022-06-01,2022-06-01 05:00:00,900.0,28
2022-06-01,2022-06-01 05:00:00,686.9,2
2022-06-01,2022-06-01 05:00:00,212.6,27
2022-06-01,2022-06-01 05:00:00,204.6,11
2022-06-01,2022-06-01 05:00:00,9.1,6
2022-06-01,2022-06-01 05:00:00,1917.6,3
2022-06-01,2022-06-01 05:00:00,2517.9,16
2022-06-01,2022-06-01 05:00:00,538.5,15
2022-06-01,2022-06-01 05:00:00,1393.5,10
2022-06-01,2022-06-01 05:30:00,193.4,13
2022-06-01,2022-06-01 05:30:00,3313.9,16
2022-06-01,2022-06-01 05:30:00,541.9,7
2022-06-01,2022-06-01 05:30:00,677.9,15
2022-06-01,2022-06-01 05:30:00,762.0,14
2022-06-01,2022-06-01 05:30:00,1646.3,23
2022-06-01,2022-06-01 05:30:00,896.1,2
2022-06-01,2022-06-01 05:30:00,1098.4,5
2022-06-01,2022-06-01 05:30:00,36.0,1
2022-06-01,2022-06-01 05:30:00,486.9,24
2022-06-01,2022-06-01 05:30:00,1277.4,25
2022-06-01,2022-06-01 05:30:00,282.8,11
2022-06-01,2022-06-01 05:30:00,1367.3,19
2022-06-01,2022-06-01 05:30:00,1317.2,28
2022-06-01,2022-06-01 05:30:00,4539.2,9
2022-06-01,2022-06-01 05:30:00,1572.0,10
2022-06-01,2022-06-01 05:30:00,244.9,27
2022-06-01,2022-06-01 05:30:00,1410.7,12
2022-06-01,2022-06-01 05:30:00,2053.4,3
2022-06-01,2022-06-01 05:30:00,6.0,6
2022-06-01,2022-06-01 05:30:00,0.0,26
2022-06-01,2022-06-01 05:30:00,2028.9,8
2022-06-01,2022-06-01 05:30:00,62.9,21
2022-06-01,2022-06-01 05:30:00,50.9,17
2022-06-01,2022-06-01 05:30:00,693.3,4
2022-06-01,2022-06-01 05:30:00,676.0,22
2022-06-01,2022-06-01 06:00:00,2200.4,19
2022-06-01,2022-06-01 06:00:00,525.3,7
2022-06-01,2022-06-01 06:00:00,2518.1,28
2022-06-01,2022-06-01 06:00:00,2621.9,3
2022-06-01,2022-06-01 06:00:00,7.5,26
2022-06-01,2022-06-01 06:00:00,1704.4,25
2022-06-01,2022-06-01 06:00:00,627.7,24
2022-06-01,2022-06-01 06:00:00,2074.6,10
2022-06-01,2022-06-01 06:00:00,1527.1,2
2022-06-01,2022-06-01 06:00:00,964.7,22
2022-06-01,2022-06-01 06:00:00,1237.5,5
2022-06-01,2022-06-01 06:00:00,480.3,11
2022-06-01,2022-06-01 06:00:00,54.5,21
2022-06-01,2022-06-01 06:00:00,64.7,17
2022-06-01,2022-06-01 06:00:00,23.9,1
2022-06-01,2022-06-01 06:00:00,1363.0,14
2022-06-01,2022-06-01 06:00:00,1805.0,12
2022-06-01,2022-06-01 06:00:00,6033.2,9
2022-06-01,2022-06-01 06:00:00,2904.0,23
2022-06-01,2022-06-01 06:00:00,317.5,13
2022-06-01,2022-06-01 06:00:00,4360.2,16
2022-06-01,2022-06-01 06:00:00,760.3,4
2022-06-01,2022-06-01 06:00:00,417.4,27
2022-06-01,2022-06-01 06:00:00,2518.5,15
2022-06-01,2022-06-01 06:00:00,0.0,6
2022-06-01,2022-06-01 06:00:00,2904.1,8
2022-06-01,2022-06-01 06:30:00,499.6,13
2022-06-01,2022-06-01 06:30:00,1170.4,11
2022-06-01,2022-06-01 06:30:00,567.7,27
2022-06-01,2022-06-01 06:30:00,5679.3,15
2022-06-01,2022-06-01 06:30:00,3928.0,10
2022-06-01,2022-06-01 06:30:00,223.3,26
2022-06-01,2022-06-01 06:30:00,636.3,7
2022-06-01,2022-06-01 06:30:00,33.9,6
2022-06-01,2022-06-01 06:30:00,1167.2,24
2022-06-01,2022-06-01 06:30:00,3524.8,12
2022-06-01,2022-06-01 06:30:00,1101.2,14
2022-06-01,2022-06-01 06:30:00,2940.8,25
2022-06-01,2022-06-01 06:30:00,293.6,17
2022-06-01,2022-06-01 06:30:00,90.1,21
2022-06-01,2022-06-01 06:30:00,10523.5,9
2022-06-01,2022-06-01 06:30:00,1768.3,22
2022-06-01,2022-06-01 06:30:00,11887.1,16
2022-06-01,2022-06-01 06:30:00,4722.3,8
2022-06-01,2022-06-01 06:30:00,3783.3,5
2022-06-01,2022-06-01 06:30:00,1741.5,2
2022-06-01,2022-06-01 06:30:00,4284.1,3
2022-06-01,2022-06-01 06:30:00,5196.2,28
2022-06-01,2022-06-01 06:30:00,60.1,1
2022-06-01,2022-06-01 06:30:00,4963.4,23
2022-06-01,2022-06-01 06:30:00,4232.7,19
2022-06-01,2022-06-01 06:30:00,1429.0,4
2022-06-01,2022-06-01 07:00:00,4635.4,3
2022-06-01,2022-06-01 07:00:00,245.0,21
2022-06-01,2022-06-01 07:00:00,1979.2,22
2022-06-01,2022-06-01 07:00:00,65.0,1
2022-06-01,2022-06-01 07:00:00,645.3,27
2022-06-01,2022-06-01 07:00:00,1726.3,4
2022-06-01,2022-06-01 07:00:00,514.6,13
2022-06-01,2022-06-01 07:00:00,3885.2,12
2022-06-01,2022-06-01 07:00:00,5293.7,23
2022-06-01,2022-06-01 07:00:00,5841.1,8
2022-06-01,2022-06-01 07:00:00,7628.3,15
2022-06-01,2022-06-01 07:00:00,0.0,26
2022-06-01,2022-06-01 07:00:00,571.8,7
2022-06-01,2022-06-01 07:00:00,13923.9,16
2022-06-01,2022-06-01 07:00:00,12506.2,9
2022-06-01,2022-06-01 07:00:00,4740.2,10
2022-06-01,2022-06-01 07:00:00,1932.5,2
2022-06-01,2022-06-01 07:00:00,427.8,17
2022-06-01,2022-06-01 07:00:00,1137.5,11
2022-06-01,2022-06-01 07:00:00,6278.8,28
2022-06-01,2022-06-01 07:00:00,51.8,6
2022-06-01,2022-06-01 07:00:00,1181.1,24
2022-06-01,2022-06-01 07:00:00,3715.9,25
2022-06-01,2022-06-01 07:00:00,2114.2,14
2022-06-01,2022-06-01 07:00:00,4113.1,5
2022-06-01,2022-06-01 07:00:00,5030.7,19
2022-06-01,2022-06-01 07:30:00,631.9,27
2022-06-01,2022-06-01 07:30:00,4251.4,19
2022-06-01,2022-06-01 07:30:00,4361.0,23
2022-06-01,2022-06-01 07:30:00,4427.6,3
2022-06-01,2022-06-01 07:30:00,416.9,17
2022-06-01,2022-06-01 07:30:00,242.3,26
2022-06-01,2022-06-01 07:30:00,7252.5,15
2022-06-01,2022-06-01 07:30:00,40.7,6
2022-06-01,2022-06-01 07:30:00,12055.2,9
2022-06-01,2022-06-01 07:30:00,1528.9,2
2022-06-01,2022-06-01 07:30:00,504.6,7
2022-06-01,2022-06-01 07:30:00,3889.5,5
2022-06-01,2022-06-01 07:30:00,2136.9,22
2022-06-01,2022-06-01 07:30:00,85.5,1
2022-06-01,2022-06-01 07:30:00,5177.1,8
2022-06-01,2022-06-01 07:30:00,1288.5,24
2022-06-01,2022-06-01 07:30:00,3831.7,12
2022-06-01,2022-06-01 07:30:00,1361.8,4
2022-06-01,2022-06-01 07:30:00,503.6,13
2022-06-01,2022-06-01 07:30:00,4314.3,10
2022-06-01,2022-06-01 07:30:00,13971.4,16
2022-06-01,2022-06-01 07:30:00,3488.2,25
2022-06-01,2022-06-01 07:30:00,1188.0,11
2022-06-01,2022-06-01 07:30:00,1575.1,14
2022-06-01,2022-06-01 07:30:00,165.8,21
2022-06-01,2022-06-01 07:30:00,5712.2,28
2022-06-01,2022-06-01 08:00:00,209.5,21
2022-06-01,2022-06-01 08:00:00,560.7,17
2022-06-01,2022-06-01 08:00:00,4163.7,28
2022-06-01,2022-06-01 08:00:00,3316.2,23
2022-06-01,2022-06-01 08:00:00,521.1,14
2022-06-01,2022-06-01 08:00:00,3419.1,12
2022-06-01,2022-06-01 08:00:00,3608.6,10
2022-06-01,2022-06-01 08:00:00,45.9,6
2022-06-01,2022-06-01 08:00:00,95.9,1
2022-06-01,2022-06-01 08:00:00,4148.1,5
2022-06-01,2022-06-01 08:00:00,4505.7,8
2022-06-01,2022-06-01 08:00:00,2652.2,25
2022-06-01,2022-06-01 08:00:00,11668.9,9
2022-06-01,2022-06-01 08:00:00,3820.4,19
2022-06-01,2022-06-01 08:00:00,2031.1,22
2022-06-01,2022-06-01 08:00:00,13537.4,16
2022-06-01,2022-06-01 08:00:00,6140.0,15
2022-06-01,2022-06-01 08:00:00,1270.5,24
2022-06-01,2022-06-01 08:00:00,539.8,13
2022-06-01,2022-06-01 08:00:00,1058.8,2
2022-06-01,2022-06-01 08:00:00,484.8,7
2022-06-01,2022-06-01 08:00:00,4141.3,3
2022-06-01,2022-06-01 08:00:00,0.0,26
2022-06-01,2022-06-01 08:00:00,600.2,27
2022-06-01,2022-06-01 08:00:00,1365.4,4
2022-06-01,2022-06-01 08:00:00,924.7,11
2022-06-01,2022-06-01 08:30:00,995.3,2
2022-06-01,2022-06-01 08:30:00,561.2,17
2022-06-01,2022-06-01 08:30:00,5180.6,8
2022-06-01,2022-06-01 08:30:00,4068.2,12
2022-06-01,2022-06-01 08:30:00,344.7,21
2022-06-01,2022-06-01 08:30:00,1834.9,4
2022-06-01,2022-06-01 08:30:00,15680.0,16
2022-06-01,2022-06-01 08:30:00,13082.4,9
2022-06-01,2022-06-01 08:30:00,3097.6,23
2022-06-01,2022-06-01 08:30:00,4621.5,3
2022-06-01,2022-06-01 08:30:00,6067.9,5
2022-06-01,2022-06-01 08:30:00,2315.9,22
2022-06-01,2022-06-01 08:30:00,755.9,11
2022-06-01,2022-06-01 08:30:00,596.5,27
2022-06-01,2022-06-01 08:30:00,4871.4,28
2022-06-01,2022-06-01 08:30:00,0.0,26
2022-06-01,2022-06-01 08:30:00,4661.7,10
2022-06-01,2022-06-01 08:30:00,131.4,1
2022-06-01,2022-06-01 08:30:00,2784.8,15
2022-06-01,2022-06-01 08:30:00,1430.6,24
2022-06-01,2022-06-01 08:30:00,840.3,14
2022-06-01,2022-06-01 08:30:00,2411.0,25
2022-06-01,2022-06-01 08:30:00,4153.7,19
2022-06-01,2022-06-01 08:30:00,211.6,7
2022-06-01,2022-06-01 08:30:00,65.2,6
2022-06-01,2022-06-01 08:30:00,501.7,13
2022-06-01,2022-06-01 09:00:00,1148.7,11
2022-06-01,2022-06-01 09:00:00,12204.4,9
2022-06-01,2022-06-01 09:00:00,1995.4,25
2022-06-01,2022-06-01 09:00:00,78.3,6
2022-06-01,2022-06-01 09:00:00,92.8,1
2022-06-01,2022-06-01 09:00:00,4588.6,10
2022-06-01,2022-06-01 09:00:00,4056.4,12
2022-06-01,2022-06-01 09:00:00,1550.6,2
2022-06-01,2022-06-01 09:00:00,422.2,7
2022-06-01,2022-06-01 09:00:00,1010.4,14
2022-06-01,2022-06-01 09:00:00,1878.2,4
2022-06-01,2022-06-01 09:00:00,326.8,21
2022-06-01,2022-06-01 09:00:00,0.0,26
2022-06-01,2022-06-01 09:00:00,4945.0,28
2022-06-01,2022-06-01 09:00:00,508.2,13
2022-06-01,2022-06-01 09:00:00,4066.1,23
2022-06-01,2022-06-01 09:00:00,1571.0,24
2022-06-01,2022-06-01 09:00:00,3771.0,15
2022-06-01,2022-06-01 09:00:00,574.0,27
2022-06-01,2022-06-01 09:00:00,5860.2,8
2022-06-01,2022-06-01 09:00:00,7819.9,5
2022-06-01,2022-06-01 09:00:00,4807.9,19
2022-06-01,2022-06-01 09:00:00,15870.2,16
2022-06-01,2022-06-01 09:00:00,2555.7,22
2022-06-01,2022-06-01 09:00:00,4690.2,3
2022-06-01,2022-06-01 09:00:00,650.8,17
2022-06-01,2022-06-01 13:00:00,5873.4,3
2022-06-01,2022-06-01 13:00:00,325.1,26
2022-06-01,2022-06-01 13:00:00,480.5,7
2022-06-01,2022-06-01 13:00:00,1064.8,13
2022-06-01,2022-06-01 13:00:00,10594.2,9
2022-06-01,2022-06-01 13:00:00,24105.0,16
2022-06-01,2022-06-01 13:00:00,1406.1,24
2022-06-01,2022-06-01 13:00:00,2731.9,22
2022-06-01,2022-06-01 13:00:00,2485.2,15
2022-06-01,2022-06-01 13:00:00,302.6,6
2022-06-01,2022-06-01 13:00:00,107.5,1
2022-06-01,2022-06-01 13:00:00,8918.1,19
2022-06-01,2022-06-01 13:00:00,740.8,11
2022-06-01,2022-06-01 13:00:00,2666.1,4
2022-06-01,2022-06-01 13:00:00,1442.9,2
2022-06-01,2022-06-01 13:00:00,7310.5,8
2022-06-01,2022-06-01 13:00:00,12874.8,5
2022-06-01,2022-06-01 13:00:00,535.5,27
2022-06-01,2022-06-01 13:00:00,2397.7,25
2022-06-01,2022-06-01 13:00:00,799.2,21
2022-06-01,2022-06-01 13:00:00,6687.6,28
2022-06-01,2022-06-01 13:00:00,957.1,17
2022-06-01,2022-06-01 13:00:00,6976.5,10
2022-06-01,2022-06-01 13:00:00,5527.9,12
2022-06-01,2022-06-01 13:00:00,3992.9,23
2022-06-01,2022-06-01 13:00:00,451.8,14
2022-06-01,2022-06-01 13:30:00,813.2,21
2022-06-01,2022-06-01 13:30:00,3276.0,25
2022-06-01,2022-06-01 13:30:00,1384.4,24
2022-06-01,2022-06-01 13:30:00,4495.1,23
2022-06-01,2022-06-01 13:30:00,2927.9,22
2022-06-01,2022-06-01 13:30:00,10572.9,9
2022-06-01,2022-06-01 13:30:00,13492.1,5
2022-06-01,2022-06-01 13:30:00,6833.2,15
